finding_id,lane,family,code,file_line,science_confidence,runtime_dependent,verdict,method,evidence
B-HEUR-023,B,HEURISTIC,,apps/mouth/src/lib/kbli-data.ts:394,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-024,B,HEURISTIC,,apps/mouth/src/lib/kbli-data.ts:303,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-025,B,HEURISTIC,,apps/mouth/src/lib/kbli-meta.ts:141,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HEUR-026,B,HEURISTIC,,apps/mouth/src/lib/kbli-pma-editorial.ts:21,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-001,B,HARDCODED,,apps/mouth/src/lib/kbli-data.ts:47,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-002,B,HARDCODED,,apps/mouth/src/lib/kbli-data.server.ts:29,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-003,B,HARDCODED,,apps/mouth/src/components/kbli/LicensingSection.tsx:321,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-004,B,HARDCODED,,apps/mouth/src/components/kbli/KBLIStructuredData.tsx:126,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-005,B,HARDCODED,,apps/mouth/src/lib/kbli-data.server.ts:199,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-006,B,HARDCODED,,apps/mouth/src/components/kbli/KBLIStructuredData.tsx:182,0.90,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-007,B,HARDCODED,,apps/mouth/src/app/kbli/[code]/page.tsx:604,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-008,B,HARDCODED,,apps/mouth/src/components/kbli/LicensingSection.tsx:1156,0.90,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-009,B,HARDCODED,,apps/mouth/src/lib/kbli-bali-block.ts:160,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-010,B,HARDCODED,01287,apps/mouth/src/lib/kbli-bali-block.ts:107,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-011,B,HARDCODED,47111,apps/mouth/src/lib/kbli-bali-block.ts:111,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-012,B,HARDCODED,47112,apps/mouth/src/lib/kbli-bali-block.ts:115,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-013,B,HARDCODED,59131,apps/mouth/src/lib/kbli-bali-block.ts:118,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-014,B,HARDCODED,69102,apps/mouth/src/lib/kbli-bali-block.ts:120,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-015,B,HARDCODED,69104,apps/mouth/src/lib/kbli-bali-block.ts:124,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-016,B,HARDCODED,86201,apps/mouth/src/lib/kbli-bali-block.ts:128,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-017,B,HARDCODED,86202,apps/mouth/src/lib/kbli-bali-block.ts:132,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-018,B,HARDCODED,,apps/mouth/src/lib/kbli-bali-block.ts:105,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-019,B,HARDCODED,,apps/mouth/src/lib/kbli-faq.ts:22,0.90,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-020,B,HARDCODED,,apps/mouth/src/lib/kbli-meta.ts:106,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-021,B,HARDCODED,63122,apps/mouth/src/app/kbli-explorer/concordance.ts:10,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-022,B,HARDCODED,56101,apps/mouth/src/app/kbli-explorer/concordance.ts:19,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-023,B,HARDCODED,55113,apps/mouth/src/app/kbli-explorer/concordance.ts:27,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-024,B,HARDCODED,70209,apps/mouth/src/app/kbli-explorer/concordance.ts:34,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-025,B,HARDCODED,62019,apps/mouth/src/app/kbli-explorer/concordance.ts:42,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-026,B,HARDCODED,68111,apps/mouth/src/app/kbli-explorer/concordance.ts:50,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-027,B,HARDCODED,55209,apps/mouth/src/app/kbli-explorer/concordance.ts:59,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-028,B,HARDCODED,,apps/mouth/src/app/kbli-explorer/concordance.ts:9,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-029,B,HARDCODED,,apps/mouth/src/lib/kbli-data.ts:412,0.90,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-HARD-030,B,HARDCODED,,apps/mouth/src/lib/kbli-editorial-certification.ts:100,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-SCHEMA-001,B,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-data.server.ts:332,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-SCHEMA-002,B,SCHEMA_DIVERGENCE,,apps/mouth/src/app/kbli/[code]/page.tsx:13,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-SCHEMA-003,B,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-types.ts:65,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-SCHEMA-004,B,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-provenance.ts:152,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-SCHEMA-005,B,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-types.ts:65,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-SCHEMA-006,B,SCHEMA_DIVERGENCE,,apps/mouth/src/components/kbli/TransitionBadge.tsx:3,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-SCHEMA-007,B,SCHEMA_DIVERGENCE,,apps/mouth/src/lib/kbli-pma-disclosure.ts:31,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-SCHEMA-008,B,SCHEMA_DIVERGENCE,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:1,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-001,B,PHANTOM_CODE,10761,apps/mouth/data/kbli-perpres-slice-disclosures.json:17,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-002,B,PHANTOM_CODE,13133,apps/mouth/data/kbli-perpres-slice-disclosures.json:25,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-003,B,PHANTOM_CODE,20232,apps/mouth/data/kbli-perpres-slice-disclosures.json:33,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-004,B,PHANTOM_CODE,26513,apps/mouth/data/kbli-perpres-slice-disclosures.json:41,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-005,B,PHANTOM_CODE,30111,apps/mouth/data/kbli-perpres-slice-disclosures.json:49,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-006,B,PHANTOM_CODE,30113,apps/mouth/data/kbli-perpres-slice-disclosures.json:63,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-007,B,PHANTOM_CODE,30301,apps/mouth/data/kbli-perpres-slice-disclosures.json:71,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-008,B,PHANTOM_CODE,30302,apps/mouth/data/kbli-perpres-slice-disclosures.json:79,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-009,B,PHANTOM_CODE,58130,apps/mouth/data/kbli-perpres-slice-disclosures.json:87,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-010,B,PHANTOM_CODE,60102,apps/mouth/data/kbli-perpres-slice-disclosures.json:95,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-011,B,PHANTOM_CODE,60202,apps/mouth/data/kbli-perpres-slice-disclosures.json:103,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-012,B,PHANTOM_CODE,90200,apps/mouth/data/kbli-perpres-slice-disclosures.json:111,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-013,B,PHANTOM_CODE,,apps/mouth/data/kbli-perpres-slice-disclosures.json:16,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-014,B,PHANTOM_CODE,20235,apps/mouth/data/kbli-perpres-slice-disclosures.json:5,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-015,B,PHANTOM_CODE,30303,apps/mouth/data/kbli-perpres-slice-disclosures.json:6,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-016,B,PHANTOM_CODE,51103,apps/mouth/data/kbli-perpres-slice-disclosures.json:7,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-017,B,PHANTOM_CODE,60103,apps/mouth/data/kbli-perpres-slice-disclosures.json:8,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-018,B,PHANTOM_CODE,60203,apps/mouth/data/kbli-perpres-slice-disclosures.json:9,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-019,B,PHANTOM_CODE,,apps/mouth/src/lib/kbli-english.ts:7,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,"independent regex parse of kbli-english.ts: keys 376, phantoms 82920, 85598; generated map 1186 keys, 0 phantoms"
B-PHAN-020,B,PHANTOM_CODE,55113,apps/mouth/src/app/kbli-explorer/concordance.ts:27,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-021,B,PHANTOM_CODE,62019,apps/mouth/src/app/kbli-explorer/concordance.ts:42,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-022,B,PHANTOM_CODE,63122,apps/mouth/src/app/kbli-explorer/concordance.ts:10,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-023,B,PHANTOM_CODE,82920,apps/mouth/src/lib/kbli-english.ts:169,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-024,B,PHANTOM_CODE,85598,apps/mouth/src/lib/kbli-english.ts:307,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-025,B,PHANTOM_CODE,64921,apps/mouth/data/kbli-gold-all.json:17406,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-026,B,PHANTOM_CODE,85300,apps/mouth/data/kbli-gold-all.json:20243,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-027,B,PHANTOM_CODE,85491,apps/mouth/data/kbli-gold-all.json:22249,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-028,B,PHANTOM_CODE,85499,apps/mouth/data/kbli-gold-all.json:22270,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-029,B,PHANTOM_CODE,85600,apps/mouth/data/kbli-gold-all.json:27707,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-030,B,PHANTOM_CODE,86903,apps/mouth/data/kbli-gold-all.json:28511,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-031,B,PHANTOM_CODE,96120,apps/mouth/data/kbli-gold-all.json:33622,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-032,B,PHANTOM_CODE,96130,apps/mouth/data/kbli-gold-all.json:33675,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-PHAN-033,B,PHANTOM_CODE,,apps/mouth/data/kbli-gold-all.json:1,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,"independent set diff on kbli-gold-all.json: 428 keys, 8 phantoms (64921, 85300, 85491, 85499, 85600, 86903, 96120, 96130)"
B-PHAN-034,B,PHANTOM_CODE,,data/source_documents/KBLI_2025_FINAL_CLEAN.json:1,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,"balizero.com/kbli/82920 -> soft-404 (200 + noindex + ""Page not found""), no page rendered for a phantom code"
B-LEDG-001,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:6,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-002,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:6,1.00,false,REFUTED,"grep on the full checkout (snapshot held only apps/mouth/src/app/{kbli,kbli-explorer})","1 consumer exists under apps/mouth: src/content/content-freshness-sentinel.test.ts (fixed-string grep of the file name). The Science re-run on the full checkout reported 4 because its consumer pattern also matched three Visa Oracle files that read separate Markdown claim ledgers. No KBLI page reads it, so the ""0 of 15 claims used on KBLI pages"" half stands. Count part wrong by snapshot scope (codex round 1, F-02)."
B-LEDG-003,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:8,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-004,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:16,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-005,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:24,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-006,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:32,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-007,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:40,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-008,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:48,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-009,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:56,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-010,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:64,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-011,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:72,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-012,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:80,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-013,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:88,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-014,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:96,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-015,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:104,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-016,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:112,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-017,B,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json:120,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-LEDG-018,B,CLAIM_LEDGER,,apps/mouth/src/app/kbli-explorer/concordance.ts:9,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-VERS-001,B,VERSION_MISMATCH,,apps/mouth/data/kbli-dataset-version.json:3,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-VERS-002,B,VERSION_MISMATCH,,apps/mouth/data/kbli-dataset-version.json:2,1.00,true,CONFIRMED,file read,sidecar has lastModified 2026-08-15 + datasetSha256 (sha of the corpus copy); corpus metadata has no lastModified key. Static fact; Science marked it runtime_dependent conservatively.
B-VERS-003,B,VERSION_MISMATCH,,apps/mouth/data/kbli-dataset-version.json:1,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-VERS-004,B,VERSION_MISMATCH,,data/kbli-filiera/pma-editorial-certifications.json:1,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-VERS-005,B,VERSION_MISMATCH,,apps/mouth/src/lib/kbli-data.server.ts:191,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
B-RT-001,B,RUNTIME,,apps/mouth/src/lib/kbli-data.ts:315,1.00,true,NEEDS-RUNTIME,live curl,"live <title> of 56101 is ""KBLI 56101: Restaurant — ..."" (English map in use); the env value itself is not observable from outside"
B-RT-002,B,RUNTIME,,apps/mouth/src/lib/kbli-data.ts:440,1.00,true,NEEDS-RUNTIME,live curl,"live page carries the corpus uraian of 56101 verbatim (1217 chars), so the loaded file equals the corpus copy; build cwd not observable"
B-RT-003,B,RUNTIME,,apps/mouth/src/lib/api/kbli.api.ts:184,1.00,true,NEEDS-RUNTIME,by construction (runtime_dependent=true),depends on env/fetch/build; not observable statically
B-RT-004,B,RUNTIME,,apps/mouth/src/app/kbli-explorer/page.tsx:1003,1.00,true,NEEDS-RUNTIME,by construction (runtime_dependent=true),depends on env/fetch/build; not observable statically
B-RT-005,B,RUNTIME,,apps/mouth/src/app/kbli-explorer/components/KBLIInspector.tsx:195,1.00,true,NEEDS-RUNTIME,by construction (runtime_dependent=true),depends on env/fetch/build; not observable statically
B-RT-006,B,RUNTIME,,apps/mouth/src/components/kbli/KBLISearch.tsx:91,1.00,true,NEEDS-RUNTIME,by construction (runtime_dependent=true),depends on env/fetch/build; not observable statically
B-RT-007,B,RUNTIME,,apps/mouth/src/components/kbli/ZantaraChat.tsx:75,1.00,true,NEEDS-RUNTIME,by construction (runtime_dependent=true),depends on env/fetch/build; not observable statically
B-RT-008,B,RUNTIME,,apps/mouth/src/app/kbli/[code]/page.tsx:114,1.00,true,REFUTED,find on the full checkout + live curl,route exists: apps/mouth/src/app/api/og/kbli/[code]/route.tsx; https://balizero.com/api/og/kbli/56101 -> 200 image/png. Absence was a snapshot-scope artifact.
B-RT-009,B,RUNTIME,,apps/mouth/src/app/kbli-explorer/layout.tsx:4,1.00,true,NEEDS-RUNTIME,by construction (runtime_dependent=true),depends on env/fetch/build; not observable statically
B-RT-010,B,RUNTIME,,apps/mouth/src/app/kbli/[code]/page.tsx:68,1.00,true,CONFIRMED,live curl headers + sitemap,"balizero.com/kbli/56101 responds x-nextjs-prerender: 1, x-vercel-cache: HIT; balizero.com/sitemap.xml lists 1559 /kbli/<5-digit> URLs"
C-TRACE-001,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:360,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-002,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:364,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-003,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:365,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-004,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:404,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-005,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:411,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-006,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:361,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-007,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:406,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-008,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:381,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-009,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:393,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-010,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-pma-disclosure.ts:46,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-011,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-data.ts:412,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-012,C,FIELD_TRACE,,apps/kbli-navigator/lib/kbli-bali-l4.ts:130,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-013,C,FIELD_TRACE,,apps/kbli-navigator/app/kbli/[code]/page.tsx:9479,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-014,C,FIELD_TRACE,,apps/kbli-navigator/app/kbli/[code]/page.tsx:9481,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
C-TRACE-015,C,FIELD_TRACE,,apps/kbli-navigator/app/kbli/[code]/page.tsx:10005,1.00,false,CONFIRMED,script re-run on origin/main 0b56e22f56 byte-identical; cited file:line read on disk,cited line matches the claim on disk
