finding_id,family,code,file,line,claim,confidence,runtime_dependent,suggested_fix
B-PHAN-024,PHANTOM_CODE,85598,apps/mouth/src/lib/kbli-english.ts,307,Curated English title for 85598: not in corpus (in OSS: False); listed in corpus metadata phantoms_dropped: True,1.00,false,Remove entry
B-PHAN-025,PHANTOM_CODE,64921,apps/mouth/data/kbli-gold-all.json,17406,kbli-gold-all.json entry 64921 is not in corpus (in OSS: False); never reaches a page,1.00,false,Remove entry
B-PHAN-026,PHANTOM_CODE,85300,apps/mouth/data/kbli-gold-all.json,20243,kbli-gold-all.json entry 85300 is not in corpus (in OSS: False); never reaches a page,1.00,false,Remove entry
B-PHAN-027,PHANTOM_CODE,85491,apps/mouth/data/kbli-gold-all.json,22249,kbli-gold-all.json entry 85491 is not in corpus (in OSS: False); never reaches a page,1.00,false,Remove entry
B-PHAN-028,PHANTOM_CODE,85499,apps/mouth/data/kbli-gold-all.json,22270,kbli-gold-all.json entry 85499 is not in corpus (in OSS: False); never reaches a page,1.00,false,Remove entry
B-PHAN-029,PHANTOM_CODE,85600,apps/mouth/data/kbli-gold-all.json,27707,kbli-gold-all.json entry 85600 is not in corpus (in OSS: False); never reaches a page,1.00,false,Remove entry
B-PHAN-030,PHANTOM_CODE,86903,apps/mouth/data/kbli-gold-all.json,28511,kbli-gold-all.json entry 86903 is not in corpus (in OSS: False); never reaches a page,1.00,false,Remove entry
B-PHAN-031,PHANTOM_CODE,96120,apps/mouth/data/kbli-gold-all.json,33622,kbli-gold-all.json entry 96120 is not in corpus (in OSS: False); never reaches a page,1.00,false,Remove entry
B-PHAN-032,PHANTOM_CODE,96130,apps/mouth/data/kbli-gold-all.json,33675,kbli-gold-all.json entry 96130 is not in corpus (in OSS: False); never reaches a page,1.00,false,Remove entry
B-PHAN-033,PHANTOM_CODE,,apps/mouth/data/kbli-gold-all.json,1,"kbli-gold-all.json codes absent from corpus: 8 (64921,85300,85491,85499,85600,86903,+2)",1.00,false,Prune
B-PHAN-034,PHANTOM_CODE,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,1,"metadata.l1_realign.phantoms_dropped 26120,60111,82920,85598 still present in English maps: 82920,85598; in gold: ",1.00,false,Prune dropped phantoms from derived TS/JSON
B-LEDG-001,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,6,"Ledger schema v1.0: top keys $schema_version, description, verified_on, ground_truth_source, claims; claim fields current_fact,domain,id,severity,source,stale_pattern",1.00,false,None
B-LEDG-002,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,6,"No file under apps/mouth imports or reads the ledger (consumers found: 0); 0 of 15 claims used on KBLI pages, 15 unused",1.00,false,Wire regulatory literals in KBLI components to ledger ids
B-LEDG-003,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,8,"Claim VISA-E33G (visa, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-004,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,16,"Claim VISA-C312 (visa, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-005,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,24,"Claim VISA-B211A-60 (visa, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-006,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,32,"Claim VISA-SECONDHOME-PERPRES (visa, P1): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-007,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,40,"Claim KBLI-HOTEL-55110 (company, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: 55110,55120",1.00,false,None
B-LEDG-008,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,48,"Claim KBLI-VILLA-55120 (company, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: 55120,55193",1.00,false,None
B-LEDG-009,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,56,"Claim KBLI-VILLA-55193-CURRENT (company, P1): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: 55193",1.00,false,None
B-LEDG-010,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,64,"Claim CAPITAL-PAIDUP-10B (company, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-011,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,72,"Claim CAPITAL-PAIDUP-10B-MINIMUM-PHRASE (company, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-012,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,80,"Claim RETIRE-NO-SPONSOR-SINGLE (visa, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-013,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,88,"Claim PONDOK-WISATA-FOREIGN (property, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-014,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,96,"Claim MORATORIUM-SARBAGITA-FREEZE (property, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-015,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,104,"Claim MORATORIUM-PERGUB (property, P1): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-016,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,112,"Claim LKPM-DEADLINE-10TH (company, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-017,CLAIM_LEDGER,,apps/mouth/src/content/_regulatory-claim-ledger.json,120,"Claim SABH-NIB-SUSPENSION (company, P0): not referenced by any KBLI route/component/lib; codes it mentions not in corpus: none",1.00,false,None
B-LEDG-018,CLAIM_LEDGER,,apps/mouth/src/app/kbli-explorer/concordance.ts,9,"Regulatory claims on KBLI surfaces (concordance, bali-block, faq, LicensingSection, page TKA) are component literals, not ledger reads",1.00,false,Reference ledger ids from components
B-VERS-001,VERSION_MISMATCH,,apps/mouth/data/kbli-dataset-version.json,3,Sidecar datasetSha256 matches sha256 of loaded corpus: True,1.00,false,None
B-VERS-002,VERSION_MISMATCH,,apps/mouth/data/kbli-dataset-version.json,2,"Sidecar lastModified 2026-08-15 has no counterpart in corpus metadata (no lastModified field; dated fields: l4_bali_injected,prose_pass1_fix)",1.00,true,TO VERIFY: git commit date of last corpus change; add lastModified to corpus metadata
B-VERS-003,VERSION_MISMATCH,,apps/mouth/data/kbli-dataset-version.json,1,"Sidecar carries no version/total_codes; corpus metadata.version v10.0-L2-oss-risk, total_codes 1559 (records 1559)",1.00,false,Add version and total_codes to the sidecar and assert them at build
B-VERS-004,VERSION_MISMATCH,,data/kbli-filiera/pma-editorial-certifications.json,1,Certification registry sourceDatasetSha256 matches corpus: True; reviewedAt 2026-08-15 vs sidecar 2026-08-15,1.00,false,None
B-VERS-005,VERSION_MISMATCH,,apps/mouth/src/lib/kbli-data.server.ts,191,"Page dateModified (JSON-LD, provenance panel) read from sidecar at build; falls back to a literal date on read error",1.00,false,Fail build on missing sidecar
B-RT-001,RUNTIME,,apps/mouth/src/lib/kbli-data.ts,315,"HTML title/meta title source depends on env NEXT_PUBLIC_KBLI_META_EN: full English map if 1, else curated-only with judul fallback for 1185 codes",1.00,true,Pin the flag in code; the metadata surface cannot be audited statically
B-RT-002,RUNTIME,,apps/mouth/src/lib/kbli-data.ts,440,Corpus path is cwd-relative with a fallback file name; which file is loaded depends on build cwd,1.00,true,Resolve path from module location
B-RT-003,RUNTIME,,apps/mouth/src/lib/api/kbli.api.ts,184,"kbli.api.ts base URL from env NEXT_PUBLIC_API_URL; explorer and search call a remote kbli-notebook API, not the local JSON",1.00,true,Document which dataset version the API serves
B-RT-004,RUNTIME,,apps/mouth/src/app/kbli-explorer/page.tsx,1003,Explorer inspector title/description/licenses come from remote inspect endpoint; no static trace to corpus fields possible,1.00,true,None (out of static scope)
B-RT-005,RUNTIME,,apps/mouth/src/app/kbli-explorer/components/KBLIInspector.tsx,195,KBLIInspector renders API data.title and data.description; source dataset unknown statically,1.00,true,None
B-RT-006,RUNTIME,,apps/mouth/src/components/kbli/KBLISearch.tsx,91,"Landing-page KBLISearch results (title, description, risk) come from remote search endpoint",1.00,true,None
B-RT-007,RUNTIME,,apps/mouth/src/components/kbli/ZantaraChat.tsx,75,ZantaraChat posts to env NEXT_PUBLIC_BACKEND_URL kbli-notebook chat endpoint; answers are runtime output,1.00,true,None
B-RT-008,RUNTIME,,apps/mouth/src/app/kbli/[code]/page.tsx,114,OG image URL points to /api/og/kbli route; route source not present in snapshot (apps/mouth/src/app has only kbli and kbli-explorer),1.00,true,TO VERIFY: route exists in full repo
B-RT-009,RUNTIME,,apps/mouth/src/app/kbli-explorer/layout.tsx,4,Explorer canonical base URL from env NEXT_PUBLIC_PUBLIC_URL,1.00,true,None
B-RT-010,RUNTIME,,apps/mouth/src/app/kbli/[code]/page.tsx,68,All 1559 code pages are pre-rendered at build (SSG); transforms above run at build time against the committed JSON,1.00,true,None
