shot_id,category,pose,expression,crop,lighting,background,outfit,hair,prompt
ZAN-V1-GEN-043,lighting,front-facing,neutral,head and shoulders,slightly dramatic editorial light,dark neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, dark neutral gray studio background, slightly dramatic editorial light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-044,lighting,front-facing,neutral,head and shoulders,high-key soft studio light,white studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, white studio background, high-key soft studio light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-045,lighting,front-facing,neutral,head and shoulders,warm diffused studio light,beige neutral studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, beige neutral studio background, warm diffused studio light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-046,lighting,front-facing,neutral,head and shoulders,cool diffused studio light,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, cool diffused studio light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-047,lighting,front-facing,neutral,head and shoulders,warm amber side light from camera-left,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, warm amber side light from camera-left, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-048,lighting,front-facing,neutral,head and shoulders,soft rim light behind hair,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, soft rim light behind hair, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-049,lighting,front-facing,neutral,head and shoulders,low-contrast beauty light,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, low-contrast beauty light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-050,lighting,front-facing,neutral,head and shoulders,high-contrast editorial light with soft shadow,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, high-contrast editorial light with soft shadow, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-051,lighting,front-facing,neutral,head and shoulders,soft window light from camera-left,light gray studio wall with soft falloff,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, light gray studio wall with soft falloff, soft window light from camera-left, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-052,lighting,front-facing,neutral,head and shoulders,soft window light from camera-right,light gray studio wall with soft falloff,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, light gray studio wall with soft falloff, soft window light from camera-right, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-053,lighting,front-facing,neutral,head and shoulders,even diffused studio light,charcoal gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, charcoal gray studio background, even diffused studio light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-054,lighting,front-facing,neutral,head and shoulders,even diffused studio light,warm beige neutral background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, warm beige neutral background, even diffused studio light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-055,lighting,front-facing,neutral,head and shoulders,even diffused studio light,clean white studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, clean white studio background, even diffused studio light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-056,hair,front-facing,neutral,head and shoulders,soft front light,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part, tucked slightly behind both ears","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, tucked slightly behind both ears, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-057,hair,front-facing,neutral,head and shoulders,soft front light,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part, one soft strand falling forward","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, one soft strand falling forward, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-058,hair,front-facing,neutral,head and shoulders,soft front light,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long black hair gathered in a loose low bun, same color and hairline","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long black hair gathered in a loose low bun, same color and hairline, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-059,hair,front-facing,neutral,head and shoulders,soft front light,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part, tucked behind the left ear only","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, tucked behind the left ear only, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-060,hair,front-facing,neutral,head and shoulders,soft front light,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part, tucked behind the right ear only","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, tucked behind the right ear only, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-061,hair,front-facing,neutral,head and shoulders,soft front light,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long straight black hair, center part, softly brushed behind shoulders","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, softly brushed behind shoulders, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-062,hair,front-facing,neutral,head and shoulders,soft front light,neutral gray studio background,"ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings","long black hair in a loose low ponytail, same hairline and color","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long black hair in a loose low ponytail, same hairline and color, ivory silk blouse with delicate gold floral embroidery, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: head and shoulders."
ZAN-V1-GEN-063,outfit,front-facing,neutral,bust portrait,soft front light,neutral gray studio background,"structured charcoal silk blouse with subtle antique gold trim, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, structured charcoal silk blouse with subtle antique gold trim, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: bust portrait."
ZAN-V1-GEN-064,outfit,front-facing,neutral,bust portrait,soft front light,neutral gray studio background,"black modern blazer over ivory silk blouse with gold embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, black modern blazer over ivory silk blouse with gold embroidery, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: bust portrait."
ZAN-V1-GEN-065,outfit,front-facing,neutral,half body,soft front light,neutral gray studio background,"ivory silk blouse with gold embroidery and simple black tailored trousers, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, ivory silk blouse with gold embroidery and simple black tailored trousers, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: half body."
ZAN-V1-GEN-066,outfit,front-facing,neutral,bust portrait,soft front light,neutral gray studio background,"cream kebaya-inspired silk blouse with restrained gold embroidery, small gold hoop earrings","long straight black hair, center part","Ultra-realistic studio portrait of Zantara, the same adult Indonesian woman from the Zantara v1 official reference dataset, consistent facial identity, natural proportions, warm medium skin tone, dark almond-shaped eyes, defined cheekbones, subtle natural makeup, sharp black eyeliner, long straight black hair, center part, cream kebaya-inspired silk blouse with restrained gold embroidery, small gold hoop earrings, neutral gray studio background, soft front light, realistic skin texture, natural pores, no plastic skin, eye-level camera, photorealistic RAW photograph, single image only, no collage. Pose: front-facing. Expression: neutral. Crop: bust portrait."
